"ID","Description","Gravity","Urgency","Trend","Type","Redirection","Local","Category"
"6681","filtro filtro de ar do ar condicionado obstruído por muita poeira caminhonete 021 placa RVE3A52","2","3","2","2","2","US ATLANTIC NICKEL","11"
"6682","filtro filtro de ar do ar condicionado obstruído por muita poeira caminhonete 021 placa RVE3A52","2","3","2","2","2","US ATLANTIC NICKEL","11"
"6683","o portão da -476 é preciso chumbar ele de novo ok","2","2","2","2","2","US CARAIBA","11"
"6684","Bom dia senhores , peço a colaboração  dos motoristas do setor de logística ao utilizar  o estacionamento próximo  ao depósito  15 (bomba de diesel) aproveitar bem  o espaço , pois preisamos  da via de acesso  livre ao setor  de nitropenta. _x000d_
     Desde de já  agradeço a atenção de todos.","2","2","1","1","1","MATRIZ - ALMOXARIFADO","6"
"6685","Respingos de emulsão encontrados fora da caixa de contenção.","2","2","2","1","2","US MOSAIC TAPIRA","9"
"6686","Necessidade de descarte de material plástico em caçamba do cliente.","2","2","2","1","2","US MOSAIC TAPIRA","4"
"6687","EPI encontrado em local inadequado. Foi retirado e entregue ao colaborador.","1","1","1","1","2","US MOSAIC TAPIRA","4"
"6688","Caminhonete da Ludin mining obristruindo   acesso ao fogo cava central","0","0","0","0","0","US MARACA","0"
"6689","tampa do papel abrindo","2","2","2","2","3","MATRIZ - FACILITIES","11"
"6690","Necessidade de descarte de bags de papelão no CMD do cliente para reciclagem.","2","2","2","1","2","US MOSAIC TAPIRA","4"
"6691","muita chuva, máquina perfurando na bancada, e material caindo do do talude superior.","3","3","2","2","2","OPERAÇÕES -  PARANA","9"
"6692","Blocos na pista de acesso ao carregamento Fogo 2730. Solicitada à supervisão da área a retirada dos blocos. Foi enviada uma máquina e realizada a limpeza do local.","2","3","2","2","2","US MOSAIC TAPIRA","6"
"6693","Caixa de energia localizado na sala de estoque encontrada aberta. Foi realizado o fechamento da caixa de energia.","2","2","1","2","2","US MOSAIC TAPIRA","4"
"6694","Pedaço de pano encontrado em local inadequado. Foi realizado o descarte do pano.","2","2","1","1","2","US MOSAIC TAPIRA","4"
"6695","Equipamento estacionado em baixo da rede elétrica._x000d_
_x000d_
Corrigido de imediato!","2","3","2","1","2","US JACOBINA","6"
"6696","caixa d'água de processo acima da fabrica sem acesso para manutenção devido a altura do capim,( realizar roçada. )","2","2","2","2","1","FILIAL ESCADA","4"
"6697","Cliente Chemello-São Marcos._x000d_
20/07/23._x000d_
Desmonte a 20m de residência que se encontra dentro da área da pedreira, 80m de área de manutenção com painéis solares.","3","3","3","2","2","OPERAÇÕES -  RIO GRANDE DO SUL","9"
"6698","Renovação do CIV, da UMB1073 Placa BEG8A39, atendendo a Us Vale Viga.","0","0","0","0","0","US VALE VIGA","0"
"6699","o tubo de passagem da emulsão para os tanque esta furada.","3","3","2","2","2","US TABOCA","9"
"6700","Emulsão retornando para a bacia de contenção do mangote que abastece a UMB.","2","2","2","2","2","US MOSAIC TAPIRA","11"
"6701","câmera de ré do caminhão BTE 024 queimada","2","3","2","2","2","US ANGLO AMERICAN","11"
"6702","acúmulo de água na nova mureta de contenção criada no dep 125, falta de escoamento","2","2","2","2","1","MATRIZ - DEPÓSITOS","4"
"6703","Torneira com vazamento base enaex","2","3","2","2","2","US MOSAIC TAPIRA","11"
"6704","Embu São Paulo _x000d_
Banco com desnivel _x000d_
Atenção ao acessar_x000d_
Perigo de torção","3","3","2","2","2","OPERAÇÕES -  SÃO PAULO","6"
"6705","Troca do filtro do Óleo diesel, da UMB 1073, Placa BEG8A39, atendendo a Us Vale Viga.","0","0","0","0","0","US VALE VIGA","0"
"6706","Embu São Paulo _x000d_
Carregamento de Blocos _x000d_
Atenção ao carregamento, verificar se não tem peças soltas","3","3","2","2","2","OPERAÇÕES -  SÃO PAULO","9"
"6707","Troca de filtro de Ar racol da UMB 1073._x000d_
placa BEG8A39","2","3","2","2","2","US VALE VIGA","11"
"6708","tampa da lixeira da coleta seletiva quebrada","2","2","2","2","2","US MOSAIC TAPIRA","4"
"6709","casamba de residuos de papelao alem da capacidade","2","3","2","1","2","US S11D","9"
"6710","Data: 07/07 Turno: 06h as 12h_x000d_
Rampa de aprofundamento muito ruim, sem condições de acesso_x000d_
Mina Matriz","3","3","2","2","2","US CARAIBA","6"
"6711","tela solta minas vermelhos nível 78 vindo a prejudicar monobras","0","0","0","0","0","US CARAIBA","0"
"6712","minas vermelhos superfície não tem iluminação ao lado do contêiner da enaex com risco de ter animais pessoiento e não temos visibilidade","2","3","2","2","2","US CARAIBA","4"
"6713","Instalação de porta capacetes nos prédios da expedição, com os ganchos exportos, gerando possibilidade e risco de alguém passar e se enroscar ou se machucar. _x000d_
_x000d_
Ação já em andamento para correção e proteção do suporte","2","2","2","2","1","MATRIZ - EXPEDICAO","4"
"6714","Data: 13/07_x000d_
Mola dianteira do lado esquerdo quebrado, UMB 100._x000d_
Já foram realizados os devidos reparos","2","3","1","2","2","US CARAIBA","11"
"6715","Carro de apoio mina Surubim (RMQ 8I59) com o farol baixo queimado","0","0","0","0","0","US CARAIBA","0"
"6716","tela solta minas vermelhos nível 78 vindo a prejudicar monobras","2","3","2","2","2","US CARAIBA","4"
"6717","caminhonete da Ludin mining obristruindo acesso ao fogo cava norte","3","3","2","1","2","US CARAIBA","9"
"6718","Data: 03/07 _x000d_
Farol dianteiro da UMB 101 queimado.","2","3","2","2","2","US CARAIBA","11"
"6719","tela solta minas vermelhos nível 285 vindo prejudicar manobras não deu pra tira foto","2","3","2","2","2","US CARAIBA","4"
"6720","tela solta no nível passybay da 01 prejudicando monobras","2","3","2","2","2","US CARAIBA","4"
"6721","Data: 08/07 Turno: ADM_x000d_
Mina Surubim._x000d_
Portão da base de Surubim caiu, solicitar conserto.","2","2","2","2","2","US CARAIBA","11"
"6722","Data: 15/07. Turno: 12h as 19h_x000d_
UMB 100 ficou em manutenção devido o botão que aciona o bombeamento que não está funcionando.","2","3","2","2","2","US CARAIBA","11"
"6723","Dia: 02/07. Turno: 12h as 19h._x000d_
Pneu traseiro da UMB 101 furado._x000d_
Já foi realizado a troca do pneu.","2","3","2","2","2","US CARAIBA","11"
"6724","portas dos contêiner de TNT estão fechadas com frestas, possível molhadura com chuvas","3","3","2","2","1","MATRIZ - DEPÓSITOS","4"
"6725","tela solta minas vermelho nível 250 vindo a prejudicar manobras não deu pra tira foto todas esses relato sao na rampa menos o nível 78","2","3","2","2","2","US CARAIBA","4"
"6726","tela solta no nível passybay 02 vindo prejudica manobras minas vermelhos","2","3","2","2","2","US CARAIBA","4"
"6727","Mina Vermelhos_x000d_
Pneu furado UMB 65._x000d_
Já foi feita a troca do pneu","2","3","2","2","2","US CARAIBA","11"
"6728","minas vermelhos superfície não tem iluminação o caminho quer trajetamos até o contener tendo risco de animais peçonheto e não temos visibilidade","2","3","2","2","2","US CARAIBA","4"
"6729","tela solta minas vermelhos nível 50 vindo a prejudicar manobras não deu pra tira foto","2","3","2","2","2","US CARAIBA","4"
"6730","Banco do operador da UMB 101 sem condições de uso para trabalhar. Não tem regulagem_x000d_
Mina Matriz","2","3","2","2","2","US CARAIBA","11"
"6731","Data: 18/07_x000d_
Mina Surubim_x000d_
Manivela de suspensão do carro da Blaster com defeito, estava muito pesada.","2","2","2","2","2","US CARAIBA","11"
"6732","tela solta minas vermelhos nível 275 vindo a prejudicar monobras não deu pra tira foto","0","0","0","0","0","US CARAIBA","0"
"6733","tela solta minas vermelho nível 257 vindo prejucar manobras","2","3","2","2","2","US CARAIBA","4"
"6734","bom dia , fizemos a troca da lâmpada da bandeirola da cominhonete com placa RMQ 8i26 , que está no procedimento da vale com item de segurança ok.","2","2","1","2","2","US VALE VIGA","11"
"6735","funcionario dirigindo com braço para fora (xuxu)","2","2","2","1","3","MATRIZ - CAMPO DE QUEIMA","6"
"6736","No dia 19/07 a equipe de limpeza da Sodexo estava realizando a limpeza do meio fio em frente ao PRD029 com equipe dos dois lados da pista sem isolamento ou sinalização.","2","2","1","1","3","MATRIZ - FACILITIES","9"
"6737","UMB 101, farol auxiliar traseiro LD queimado.","2","3","2","2","2","US CARAIBA","11"
"6738","UMB 101, farol auxiliar LE traseiro queimado.","2","3","2","2","2","US CARAIBA","11"
"6739","janelinha de ventilação da UMB do surubim quebrada","2","3","2","2","2","US CARAIBA","11"
"6740","isolamento de desvio de acesso caído próximo a base enaex .","2","2","1","2","2","US MARACA","4"
"6741","VL da maracá obstruindo o acesso a praça de carregamento de fogo na cava central .","0","0","0","0","0","US MARACA","0"
"6742","20/07/23 Intercement, relato o fogo não vai sair no horário, devido o caminhão de acessório TGA quebrou","2","3","2","1","2","OPERAÇÕES -  PARANA","9"
"6743","20/07/2023  ..desmonte em atraso devido caminhão de acessório  TGA quebrado","2","3","2","2","2","OPERAÇÕES -  PARANA","9"
"6744","garafas de refrigerantes jogadas,dentro do nosso próprio escritório. quando avistei peguei e joguei no lixo de reciclagem de plástico..passei o caso para o técnico de segurança para fazer um DDS sobre o ocorrido.","2","2","2","1","2","US CMOC NIOBIO","4"
"6745","20/07/2023_x000d_
o caminhão que trais o acessório _x000d_
pra nós está atrasado para entrega _x000d_
do explosivo_x000d_
vai atrasar o desmonte _x000d_
de hoje","2","3","2","1","2","OPERAÇÕES -  PARANA","9"
"6746","placa de “máquinas na pista” escondida no mato e danificada a ponto de ficar pouco legível","1","1","1","2","1","MATRIZ - PLANTA ACIDOS","4"
"6747","Houve atraso do caminhão responsável pela entrega dos matériais e pode ocasionar em atraso o carregamento do fogo.","2","3","2","1","2","OPERAÇÕES -  PARANA","9"
"6748","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Vala aberta sem isolamento da área. _x000d_
_x000d_
Risco de quedas de pessoas, equipamentos 3 veículos....","2","3","2","1","2","OPERAÇÕES -  PLASMA","4"
"6749","Obra Liquiport ELBL Vila Velha. _x000d_
_x000d_
Perfuração para aplicação do Plasma vertendo agua nos furos após fortes chuvas, mesmo soprando a água esta subindo._x000d_
_x000d_
Cancelado o carregamento e fratura por medidas de segurança, até  que melhore o tempo.","3","2","2","2","2","OPERAÇÕES -  PLASMA","9"
"6750","caminhão UMB 1061 com sujeira , prevenção limpeza do mesmo.","2","2","2","1","2","US PEDRA BRANCA","4"
"6751","Liquiport ELBL.._x000d_
_x000d_
Carreta entalada na portaria..._x000d_
_x000d_
Risco de derrubar o portão da obra.","2","2","2","2","2","OPERAÇÕES -  PLASMA","6"
"6752","Colaboradores da LM TELAS estavam trabalhando sem o uso do EPI._x000d_
Serrando madeira e outro embaixo sem o óculos.","3","3","2","1","3","MATRIZ - PREDIO ADMINISTRATIVO","2"
"6753","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Romoedores trabalhando muito próximos, risco de projeção de um ao outro._x000d_
_x000d_
Espaço confinado.","3","3","2","1","2","OPERAÇÕES -  PLASMA","6"
"6754","funcionário da empresa NR colocando uniforme pra secar em local indevido","0","0","0","0","0","US TOCANTINZINHO","0"
"6755","fiação do container está com curo circuito","3","3","2","2","2","US AURIZONA","11"
"6756","Como vem crescendo bastante o volume de mulheres no setor e algumas com cabelos bem compridos e soltos, vejo que é perigoso fazer procedimento dentro das máquinas e assim podendo enroscar em algumas situações..._x000d_
Se puderem passar pra todas que possam prender os cabelos principalmente no momento dessa intervenção..._x000d_
Obrigada","0","0","0","0","0","MATRIZ - PLANTA MONTAGEM BRINEL","0"
"6757","cliente não possui berma nas bancadas, e os carregamentos são realizados próximos à taludes, risco de queda de material....","3","3","3","2","2","OPERAÇÕES -  PARANA","0"
"6758","container estão precário","3","3","2","2","2","US AURIZONA","4"
"6759","marimbondo no paiol de explosivos _x000d_
_x000d_
Foi Comunicado ao Supervisor da area foi resolvido","2","2","1","2","2","US MOSAIC CATALAO","7"
"6760","Como vem crescendo bastante o volume de mulheres no setor e algumas com cabelos bem compridos e soltos, vejo que é perigoso fazer procedimento dentro das máquinas e assim podendo enroscar em algumas situações..._x000d_
Se puderem passar pra todas que possam prender os cabelos principalmente no momento dessa intervenção..._x000d_
Obrigada","2","2","2","1","1","MATRIZ - PLANTA MONTAGEM BRINEL","9"
"6761","colaborador sentado na bancada proximo a crista com risco de deslizamento pois a área estava com muita lama","3","3","3","1","2","US AURIZONA","6"
"6762","Obra South River..  descarga de material da obra e empregados da obra passando por baixo do braço hidráulico.. risco de alguma peça se desaprender e atingir o colaborador.. foi solicitado a presença da TST da obra e informado te","2","3","2","1","2","OPERAÇÕES -  PLASMA","6"
"6763","colaborador  da empresa Votorantim   estava olhando outro colaborador corta com uma lixadeira elétrica e um dos colaboradores estava sem o óculos  isso podia ocorrer um acidente gravíssimo que pode causa um dano na sua visão ou até a perda .","0","0","0","0","0","CD PARANA","0"
"6764","porque o pessoal da manutenção tem acesso a celular inclusive no horário de trabalho, porque não deixa o celular no armário igual a produção","0","0","0","0","0","MATRIZ - MANUT. INDUSTRIAL","0"
"6765","muito poeira nos acessos aos paióis de explosivos, o supervisor foi comunicado e o mesmo pediu para molhar a pista. desvio resolvido","2","3","2","2","2","US MOSAIC CATALAO","6"
"6766","presença de animais peçonhentos marimbondos próximo ao depósito de emulsão, a brigada foi avisado e pediu para retirar os animais peçonhentos. desvio resolvido","2","2","2","2","2","US MOSAIC CATALAO","7"
"6767","Obra South river - foi colocado uma concha de escavadeira no caminho seguro trancando todo acesso.. foi a fala ckm o eng. responsável da obra para melhorar o acesso.","2","3","2","1","2","OPERAÇÕES -  PLASMA","6"
"6768","Veículo pick-up prata, TAG número 12, entre 11:00h e 12:00h. Estacionou de frente e o condutor deixou o veículo, cerca de 5 minutos dessa forma. No momento havia um carregamento de um caminhão baú no local, onde obstruia a visão do mesmo.","2","2","2","1","1","MATRIZ - PLANTA ANFOMAX","6"
"6769","o líder da manutenção elétrica  não é colaborativo com o produção, quando suge um problema ele coloca a culpa em quem opera nunca vai a fundo no problema","0","0","0","0","0","MATRIZ - MANUT. INDUSTRIAL","0"
"6770","placas de sinalização dos paióis sujas, as mesmas foram limpas. desvio resolvido","1","1","1","2","2","US MOSAIC CATALAO","4"
"6771","pontaletes de sinalização caído na pista de acesso a mina, o mesmo foi recolhido e recolocado no local adequado para melhorar sinalização da mina melhorando a segurança, desvio resolvido","2","2","1","2","2","US MOSAIC CATALAO","4"
"6772","copo descartável jogado na pista de acesso a mina, o mesmo foi recolhido e destinado ao local correto. desvio resolvido","1","1","1","1","2","US MOSAIC CATALAO","4"
"6773","camionete da maraca obstruindo acesso do fogo cava central","0","0","0","0","0","US MARACA","0"
"6774","isolamento de acesso desvio caido próximo a base enaex","0","0","0","0","0","US MARACA","0"
"6775","camionete da maraca obstruindo acesso do fogo cava central","0","0","0","0","0","US MARACA","0"
"6776","isolamento de acesso desvio caido próximo a base enaex","2","2","1","2","2","US MARACA","4"
